designation,ra,dec,parallax,pmra,pmdec,radial_velocity,bp_rp,phot_g_mean_mag,in_dr2,in_meingast,in_roser,mean_pmem,fit_group
Gaia DR2 49520255665123328,64.874609,21.753716,20.904768,109.076195,-38.851480,,2.547,12.861,True,,True,0.9970,cl
Gaia DR2 49729231594420096,60.203783,18.193881,21.774901,130.552061,-27.555882,,0.445,5.790,True,,True,0.9965,cl
Gaia DR2 51383893515451392,59.806965,20.428049,22.734841,135.255280,-36.764306,36.840,2.371,12.570,True,True,True,0.9987,cl
Gaia DR2 145373377272257664,66.061268,21.736049,23.107320,117.530976,-45.805935,38.337,0.680,6.990,True,True,True,0.9996,cl
Gaia DR2 145391484855481344,67.003711,21.619722,19.976727,96.614818,-42.261540,,0.368,5.643,True,,True,0.9843,cl
Gaia DR2 145325548516513280,65.843501,21.378935,19.881261,99.539315,-37.977624,38.656,0.919,8.639,True,True,True,0.9990,cl
Gaia DR2 145484629809228544,66.354753,22.199798,22.142920,110.970014,-47.306402,,0.351,5.194,True,,True,0.9961,cl
Gaia DR2 145293181643038336,66.577555,21.470267,20.670014,103.244169,-38.407507,35.697,0.693,7.224,True,,True,0.9967,cl
Gaia DR2 145293181643038208,66.580438,21.468749,20.921577,105.770451,-40.279174,,3.074,15.087,True,,True,0.9976,cl
Gaia DR2 3313778207594395392,66.819817,17.241716,21.743721,107.684737,-31.491815,40.370,2.210,12.144,True,True,True,0.9964,cl
Gaia DR2 3313751441358252160,66.579815,17.050479,21.378477,101.278746,-28.269916,,3.585,16.365,True,,True,0.8840,cl
Gaia DR2 3313842529024545664,65.854915,16.777151,20.434085,107.050930,-26.769562,,0.386,5.564,True,,True,0.9942,cl
Gaia DR2 3313947704182762240,66.093255,17.078840,19.592217,99.753418,-26.880896,38.538,0.600,6.839,True,True,True,0.9990,cl
Gaia DR2 3313759000500605056,66.251440,16.984791,18.282062,91.118654,-24.734592,39.192,1.236,9.968,True,True,True,0.9983,cl
Gaia DR2 3313978112552491136,66.024505,17.443990,21.669712,110.765821,-33.168233,,0.224,4.724,True,,True,0.9835,cl
Gaia DR2 3393284752392701312,74.935056,15.916605,22.398376,85.469734,-29.781427,41.719,0.601,6.627,True,True,True,0.9984,cl
Gaia DR2 147022541634235392,71.132172,23.940876,19.503057,86.242118,-48.781909,,2.905,14.230,True,,True,0.9958,cl
Gaia DR2 147118233505518976,72.972713,24.609885,20.916126,86.445223,-55.102857,,3.362,15.845,True,,True,0.9962,cl
Gaia DR2 147182172683187712,72.304510,24.802612,20.135476,84.681913,-53.132093,,1.306,9.227,True,,True,0.9975,cl
Gaia DR2 144512287869179136,66.971617,20.981341,18.868740,92.166315,-37.104048,,4.037,17.647,True,,,0.9956,cl
Gaia DR2 144377799556207488,68.405419,21.150652,22.832900,108.250664,-46.336968,40.475,1.498,10.199,True,True,True,0.9961,cl
Gaia DR2 3292227607891547264,69.776075,7.870986,20.080787,94.773164,-0.477529,,0.335,5.308,True,,True,0.9887,cl
Gaia DR2 3292367795624174720,70.430010,8.438084,23.663729,101.375653,-1.054746,,3.485,15.502,True,,True,0.9843,cl
Gaia DR2 3292367795624174592,70.429482,8.439251,23.527302,106.401118,-1.831045,,3.042,14.102,True,,True,0.9962,cl
Gaia DR2 3306443434245315200,69.291679,12.105463,19.532960,88.815709,-10.684800,,3.074,14.828,True,,True,0.9939,cl
Gaia DR2 3306634646189021440,68.966108,12.255506,19.745614,91.543398,-13.356662,,3.985,17.518,True,,,0.9979,cl
Gaia DR2 3306588707218380288,67.817447,12.200081,22.037052,106.956379,-13.801505,,2.994,14.404,True,,True,0.9980,cl
Gaia DR2 3306483944376792832,69.539886,12.510773,22.637379,104.911735,-13.488127,,0.172,4.188,True,,True,0.9878,cl
Gaia DR2 3306592418070112384,68.189623,12.066609,20.549995,96.952515,-14.186060,,2.753,13.764,True,,True,0.9968,cl
Gaia DR2 148867315986268672,65.483378,23.418057,23.090043,117.944138,-52.076730,38.738,2.389,12.458,True,True,True,0.9986,cl
Gaia DR2 148792171240741120,65.320639,23.197733,19.899670,103.708978,-45.450866,,3.099,15.250,True,,True,0.9903,cl
Gaia DR2 148946068508277888,64.545405,23.284490,18.515724,93.899766,-38.692942,,1.240,9.160,True,,True,0.9500,cl
Gaia DR2 149005270337201792,63.635207,23.574737,21.828243,119.949556,-48.151222,37.468,0.821,7.883,True,True,True,0.9989,cl
Gaia DR2 53942250914697472,62.151440,23.768425,21.045483,119.628573,-43.269385,36.046,1.092,9.190,True,True,True,0.9989,cl
Gaia DR2 53825771402706304,61.588116,23.424055,23.508905,135.200299,-47.029404,,2.627,13.124,True,,True,0.9973,cl
Gaia DR2 49005581144118784,64.742077,19.906544,21.261970,112.938371,-36.625179,38.490,0.907,8.415,True,True,True,0.9993,cl
Gaia DR2 49124190961270656,65.410243,20.302614,26.746874,136.193348,-46.964734,,3.188,14.774,True,,True,0.9975,cl
Gaia DR2 48977371798954368,64.763478,19.544170,23.204051,123.613494,-34.737934,,2.960,13.977,True,,True,0.9882,cl
Gaia DR2 3287450745264292864,66.405612,8.591356,22.770960,112.212425,0.586396,,3.781,15.970,True,,True,0.9877,cl
Gaia DR2 144833998098820992,69.681299,21.737121,22.876218,105.544517,-48.901722,,3.116,15.141,True,,True,0.9970,cl
Gaia DR2 47319961098840192,64.538057,17.416134,21.875115,113.212070,-27.984503,,3.003,14.729,True,,True,0.9949,cl
Gaia DR2 47019347749289216,61.415893,17.937594,21.830825,128.301370,-27.374945,36.572,1.055,9.030,True,True,True,0.9972,cl
Gaia DR2 47247938791363200,61.586456,19.027352,18.724927,107.635973,-28.134548,,3.109,14.524,True,,True,0.9968,cl
Gaia DR2 47109438983082496,60.721862,18.407180,21.776343,128.167477,-29.880782,,2.994,13.866,True,,True,0.9974,cl
Gaia DR2 47345009348203392,64.783877,17.524634,21.294385,113.001351,-28.053264,37.847,0.886,8.270,True,True,True,0.9989,cl
Gaia DR2 47068207297219584,61.510021,18.250761,25.468134,147.498573,-33.275221,37.263,2.219,11.894,True,True,True,0.9990,cl
Gaia DR2 3293176074109393152,71.905065,10.232968,18.959924,81.304999,-8.064289,,2.693,13.742,True,,True,0.9976,cl
Gaia DR2 3393305093357807744,75.014108,15.914667,23.008326,86.627746,-32.143704,,3.155,14.997,True,,True,0.9976,cl
Gaia DR2 3407257105639932032,75.313240,17.693859,23.241435,85.968883,-39.737407,,3.332,15.544,True,,True,0.9972,cl
Gaia DR2 3407395193133161728,75.230483,18.807226,23.060156,86.163295,-42.952175,,3.540,15.528,True,,True,0.9973,cl
Gaia DR2 66286704180780672,59.727797,25.219608,20.392166,120.574387,-44.757551,,2.429,13.010,True,,True,0.9981,cl
Gaia DR2 3282728853923029376,71.062050,5.732621,21.465016,93.533923,1.534843,,4.667,18.028,True,,,0.9358,cl
Gaia DR2 3294522907134516864,73.099778,10.719383,19.185577,79.145328,-9.190798,41.988,2.045,11.955,True,True,True,0.9986,cl
Gaia DR2 3405909374965722368,72.128055,16.388404,20.753513,86.621583,-30.420241,41.498,1.984,11.649,True,True,True,0.9987,cl
Gaia DR2 3404798597640071296,72.760528,14.971198,24.513081,96.514135,-23.866990,45.780,1.881,10.982,True,,,0.9375,cl
Gaia DR2 3404812685132622592,72.641299,15.083346,21.075046,85.040525,-20.204478,41.141,0.899,7.556,True,True,True,0.9588,cl
Gaia DR2 3405952363294872960,71.386044,16.598141,18.833526,79.542247,-27.988956,,3.231,15.319,True,,True,0.9915,cl
Gaia DR2 3405988677241799040,72.503350,16.411944,20.240856,84.040474,-27.116427,41.299,1.395,10.176,True,True,True,0.9994,cl
Gaia DR2 3406094750050845696,72.402782,17.032944,19.825490,81.406662,-30.289406,,3.055,14.786,True,,True,0.9973,cl
Gaia DR2 3311148828615843328,65.885208,14.670401,21.465177,109.351913,-17.980701,39.317,1.024,8.877,True,True,True,0.9985,cl
Gaia DR2 3311492803955469696,63.793878,14.398376,20.827642,114.712277,-18.344693,37.622,1.716,10.930,True,True,True,0.9971,cl
Gaia DR2 3311179340063437952,66.520062,15.041288,20.895478,101.399125,-22.626075,39.099,1.908,11.467,True,True,True,0.9942,cl
Gaia DR2 3311514210073309056,63.607356,14.624973,20.330806,107.813937,-14.015484,38.043,0.872,8.290,True,True,True,0.9582,cl
Gaia DR2 3311173120950799872,66.460664,15.002468,21.212554,106.640598,-22.826787,,3.030,14.779,True,,True,0.9977,cl
Gaia DR2 3311179340062227200,66.520370,15.040798,20.887250,101.229607,-25.691433,,,14.713,True,,,0.7345,cl
Gaia DR2 3311464182294287104,64.481996,14.546192,19.063232,101.319909,-16.298300,,2.715,13.772,True,,True,0.9979,cl
Gaia DR2 3311426420941869952,64.106499,14.171322,25.135412,134.391141,-20.622037,,2.888,13.935,True,,True,0.9979,cl
Gaia DR2 3311229745799686912,65.756772,15.228124,20.816820,107.569454,-19.538486,,3.079,15.172,True,,True,0.9956,cl
Gaia DR2 3311232425859274368,65.627655,15.220170,18.157901,94.027524,-16.936278,,2.511,13.466,True,,True,0.9965,cl
Gaia DR2 3311120722349948672,65.234097,14.859499,20.568792,109.782553,-21.210554,,3.150,15.158,True,,True,0.9928,cl
Gaia DR2 3406734906335151872,72.707751,18.141040,21.404431,88.756620,-35.443196,,3.586,16.393,True,,True,0.9976,cl
Gaia DR2 3406786445943961088,71.906946,18.258583,20.756083,84.653427,-38.326308,43.582,0.895,8.340,True,,,0.0016,cl
Gaia DR2 146160558879786624,66.333938,23.108487,18.697633,93.304081,-40.440489,38.597,2.030,12.040,True,True,True,0.9993,cl
Gaia DR2 146057617101593856,68.271399,23.554827,19.494935,95.595613,-47.409026,,3.240,14.943,True,,,0.9852,cl
Gaia DR2 149956519694104704,63.709754,24.376847,19.762510,105.923510,-44.475173,,3.214,15.743,True,,True,0.9980,cl
Gaia DR2 145664777917536512,66.031461,22.118679,21.845040,110.454661,-44.001520,38.249,1.584,10.499,True,True,True,0.9995,cl
Gaia DR2 145727729254950912,66.577434,22.813382,22.275491,109.347918,-47.131663,,0.385,4.148,True,,True,0.9963,cl
Gaia DR2 145674574739951872,66.342837,22.293680,21.487050,101.028500,-44.473167,,0.199,4.113,True,,True,0.9150,cl
Gaia DR2 145668974102570624,65.989722,22.181384,23.221019,114.806586,-48.740604,,2.853,13.845,True,,True,0.9927,cl
Gaia DR2 48455894049191424,63.624789,18.729886,21.001746,111.076242,-30.440047,,2.758,13.221,True,,True,0.9941,cl
Gaia DR2 48482454126911360,63.688913,19.063840,19.120796,103.281381,-28.295509,,3.027,14.995,True,,True,0.9980,cl
Gaia DR2 48509186003340416,62.776044,18.928968,19.731306,109.682796,-28.682527,,2.943,14.219,True,,True,0.9982,cl
Gaia DR2 45788547559850496,64.412782,16.947727,21.399071,112.781584,-25.278077,,0.969,8.098,True,,True,0.9971,cl
Gaia DR2 45980377978968064,62.370934,17.131681,19.940150,111.454172,-22.021459,,-0.158,15.378,True,,True,0.9958,cl
Gaia DR2 45968901826385024,62.046873,16.872961,24.916754,144.256460,-29.397073,37.251,1.806,10.819,True,True,True,0.9977,cl
Gaia DR2 45770783575075968,63.895678,16.762291,20.955075,110.655773,-23.763351,,2.741,13.999,True,,True,0.9941,cl
Gaia DR2 45789269114357632,64.384923,16.949612,22.965587,123.431470,-28.138973,,3.558,16.594,True,,,0.9974,cl
Gaia DR2 45845378567048320,64.006579,16.982968,21.604090,117.265033,-30.166995,,2.833,13.780,True,,True,0.9844,cl
Gaia DR2 3410640887035452928,68.171022,19.113337,19.038105,90.691521,-33.371995,39.805,1.324,10.120,True,True,True,0.9987,cl
Gaia DR2 3410639993682264960,68.158188,19.046531,23.174961,111.033733,-39.930236,,2.827,13.766,True,,True,0.9976,cl
Gaia DR2 145168558871003776,69.271716,22.857128,20.986047,95.668946,-46.248653,,3.937,17.347,True,,True,0.9976,cl
Gaia DR2 145218857232329472,69.158943,23.041757,22.459012,103.175961,-51.635486,,2.787,13.094,True,,True,0.9981,cl
Gaia DR2 3292741835736351616,72.267451,8.981257,23.356755,97.151575,-6.273825,,3.447,15.979,True,,True,0.9979,cl
Gaia DR2 3292663564251652608,70.217301,9.087584,22.460639,98.974664,-4.983453,,3.020,14.819,True,,True,0.9975,cl
Gaia DR2 144663157183364864,67.406342,21.668443,23.548000,112.148355,-46.536939,,2.625,13.027,True,,True,0.9956,cl
Gaia DR2 144534724778235392,66.698952,21.234723,23.150555,114.901764,-46.066663,38.792,1.681,10.681,True,True,True,0.9994,cl
Gaia DR2 3412131068887787776,74.069905,21.367030,18.925850,74.292279,-39.342444,,2.794,14.047,True,,True,0.9958,cl
Gaia DR2 3310348551653256448,65.750047,13.316201,18.763833,95.877334,-13.498248,,2.313,12.685,True,,True,0.9979,cl
Gaia DR2 3310478710637938560,64.535894,13.331094,20.754506,110.216067,-15.930818,,,14.082,True,,,0.9979,cl
Gaia DR2 3310478710637066752,64.536277,13.331261,20.801686,110.079690,-13.792351,,2.892,13.955,True,,True,0.9971,cl
Gaia DR2 3310178784482082816,64.676515,12.510640,20.783149,109.870042,-12.282923,,2.952,14.146,True,,True,0.9980,cl
Gaia DR2 3310131711641618816,70.154586,16.635638,20.300192,89.115149,-26.229630,,3.487,16.148,True,,True,0.9962,cl
Gaia DR2 49231668222673920,65.382354,21.039722,20.485602,104.884286,-36.052025,36.484,0.583,6.671,True,True,True,0.9859,cl
Gaia DR2 49157794785448192,65.679102,20.569987,22.251565,110.128181,-38.313875,,2.884,13.462,True,,,0.9868,cl
Gaia DR2 49341619383660288,63.886305,20.807522,22.681639,125.510165,-41.904232,,3.430,16.022,True,,True,0.9907,cl
Gaia DR2 49365087086285184,63.927325,20.819646,20.828951,109.210532,-35.623844,,0.874,7.635,True,,True,0.9924,cl
Gaia DR2 49341619384983936,63.886273,20.807286,23.202411,125.027683,-39.476518,,,16.101,True,,,0.9968,cl
Gaia DR2 49131681384221952,65.441624,20.395555,20.362849,104.020977,-33.295990,,4.215,17.965,True,,,0.9933,cl
Gaia DR2 49131681384221184,65.435355,20.402759,20.259484,103.127206,-33.505053,,3.917,17.269,True,,True,0.9940,cl
Gaia DR2 49324572659092992,64.236062,20.876569,21.444690,119.032094,-38.953533,,4.107,17.761,True,,,0.9843,cl
Gaia DR2 49407521363733632,64.690375,21.031579,23.370491,120.753073,-40.774894,,3.887,16.857,True,,True,0.9936,cl
Gaia DR2 147877549363243520,67.732875,24.837913,22.212559,106.423157,-55.279742,,3.058,14.698,True,,True,0.9981,cl
Gaia DR2 63395989328447232,55.946823,20.859947,22.088883,142.549597,-34.764944,,2.696,13.337,True,,True,0.9957,cl
Gaia DR2 53257461329357312,59.809805,22.043668,24.631610,148.483728,-43.928374,34.406,2.272,12.076,True,True,True,0.9728,cl
Gaia DR2 3406431406767566464,72.955280,17.273603,18.357212,76.676365,-30.088681,38.495,1.552,10.852,True,,True,0.0080,cl
Gaia DR2 3406417903390509056,73.091668,17.174060,21.914730,87.269363,-34.371242,,3.315,15.688,True,,True,0.9973,cl
Gaia DR2 3406284725043872256,71.812753,17.330305,22.765126,95.004613,-30.708001,,4.163,17.278,True,,,0.9859,cl
Gaia DR2 3406380176397016576,71.706470,17.748194,20.794651,86.674462,-32.397861,41.791,1.197,9.277,True,True,,0.9981,cl
Gaia DR2 52548241968465408,64.139976,21.907302,19.570775,104.830750,-38.403547,38.122,0.979,8.923,True,True,True,0.9990,cl
Gaia DR2 52640154268714496,62.656741,21.602503,20.659394,114.994723,-40.717189,,3.523,16.324,True,,True,0.9902,cl
Gaia DR2 49968306654050944,58.988852,18.432151,22.867299,136.693934,-30.892790,,2.570,13.017,True,,True,0.9960,cl
Gaia DR2 3295377880503113216,74.763379,12.262403,22.486434,86.127010,-18.406219,,3.193,15.075,True,,True,0.9973,cl
Gaia DR2 3295557581935254144,72.192018,11.385640,22.450253,91.900750,-14.029714,,3.934,16.275,True,,,0.9971,cl
Gaia DR2 3312882483575093760,67.796363,16.395766,20.229767,98.724880,-24.686772,,2.751,13.815,True,,True,0.9976,cl
Gaia DR2 3312960205303089664,67.482742,16.913916,22.821325,109.869035,-31.087505,39.383,2.197,11.971,True,True,True,0.9991,cl
Gaia DR2 3312709379213017728,66.900017,15.589089,20.924778,104.991798,-24.068642,39.394,0.700,7.274,True,True,True,0.9994,cl
Gaia DR2 3312904233289409152,67.251101,16.346218,21.373688,104.874901,-27.379623,,2.646,13.095,True,,True,0.9979,cl
Gaia DR2 3312951748510907648,67.491013,16.672719,21.896532,106.624699,-28.406646,40.139,1.029,8.853,True,True,True,0.9994,cl
Gaia DR2 3312849326426255616,67.640606,16.193904,22.035734,104.422282,-26.254033,,0.232,4.707,True,,True,0.9963,cl
Gaia DR2 3312908906213736320,66.920204,16.248611,18.753717,92.308762,-21.303307,,2.808,14.326,True,,True,0.9970,cl
Gaia DR2 3312842042162993536,67.219046,15.981476,22.208879,110.606466,-27.251316,39.725,1.905,11.246,True,True,True,0.9992,cl
Gaia DR2 3312744219987686144,67.166065,15.870787,20.835394,103.329920,-18.624976,,0.447,3.307,True,,,0.6413,cl
Gaia DR2 3312921378798754304,67.045810,16.470802,23.635456,114.433905,-31.933825,39.982,1.675,10.502,True,True,True,0.9981,cl
Gaia DR2 47485609397541632,65.665400,18.269184,23.976652,123.859798,-34.036202,39.656,2.256,12.087,True,True,True,0.9981,cl
Gaia DR2 47620265212420096,64.508169,18.256670,21.560796,114.708014,-32.214243,,0.851,7.355,True,,True,0.9976,cl
Gaia DR2 47541100375011968,65.384953,18.417445,20.642692,110.555263,-32.283911,38.459,0.592,6.684,True,True,True,0.9929,cl
Gaia DR2 45567511362945152,61.930545,16.518683,21.476408,122.399553,-24.995970,37.646,1.221,9.599,True,True,True,0.9993,cl
Gaia DR2 45367056650753280,61.567731,15.698036,21.025662,118.912048,-19.775651,37.545,0.762,7.693,True,True,True,0.9992,cl
Gaia DR2 45404199528067200,61.045401,15.806013,21.778776,126.974933,-19.684837,,3.606,16.304,True,,True,0.9959,cl
Gaia DR2 3412331901556818048,73.996126,21.666666,20.837816,77.282313,-44.659480,,4.125,18.766,True,,,0.9927,cl
Gaia DR2 3314150048683152896,67.871599,17.718523,22.306148,104.838505,-31.917875,,1.882,11.183,True,,True,0.9958,cl
Gaia DR2 3314024566918614528,65.734209,17.542395,19.063189,100.780240,-28.080121,,1.160,3.416,True,,True,0.9892,cl
Gaia DR2 3314063908819076352,66.354776,17.915214,21.316966,109.625626,-31.424241,38.485,1.605,10.608,True,True,True,0.9980,cl
Gaia DR2 3314232855652895104,68.099484,17.750594,23.261782,109.865120,-34.505922,,1.585,13.362,True,,True,0.9979,cl
Gaia DR2 3314079508140198528,66.071084,18.002788,21.403400,110.916245,-30.795506,39.444,1.258,9.645,True,True,True,0.9987,cl
Gaia DR2 3314212068010812032,67.376941,17.863027,21.274838,106.261416,-32.128701,39.680,0.611,6.780,True,True,True,0.9987,cl
Gaia DR2 3314137846679343872,68.033650,17.664348,20.953690,99.602801,-30.547174,,2.842,14.009,True,,True,0.9980,cl
Gaia DR2 3314213025787054592,67.382180,17.893041,21.839418,107.711902,-33.028502,39.483,0.991,8.731,True,True,True,0.9995,cl
Gaia DR2 3314109916508904064,67.201733,17.285346,21.431025,108.762489,-28.460478,39.032,0.774,7.686,True,True,True,0.9951,cl
Gaia DR2 153453550785049984,72.828913,25.942286,20.770479,85.632989,-57.746954,,3.625,15.614,True,,True,0.9970,cl
Gaia DR2 3411811317161811328,72.569869,20.625633,22.106701,89.284750,-44.244984,,2.684,13.155,True,,True,0.9978,cl
Gaia DR2 3409290995993067648,70.578814,17.693837,19.350721,86.356045,-30.258390,,2.730,13.782,True,,True,0.9975,cl
Gaia DR2 3287167277423046272,67.033731,7.945772,19.777681,98.782370,1.039156,,2.708,13.773,True,,True,0.9974,cl
Gaia DR2 3407113241415669120,75.886467,18.147728,19.916473,68.152720,-35.708533,,3.372,15.802,True,,True,0.9787,cl
Gaia DR2 3413082661841179520,71.851262,22.663325,19.336710,81.326451,-43.093403,,3.476,16.339,True,,True,0.9974,cl
Gaia DR2 3288876846205650816,71.538723,6.750072,22.468827,96.556664,2.299258,,3.100,13.589,True,,True,0.9979,cl
Gaia DR2 3299573475139651584,65.961787,9.205393,22.275842,114.213206,-5.387053,,2.450,11.814,True,,True,0.9973,cl
Gaia DR2 3294081521934473216,71.108053,11.146074,22.005976,98.814923,-14.880541,,0.351,5.311,True,,True,0.9740,cl
Gaia DR2 3294248609046258048,70.257650,10.994398,20.247098,91.354393,-10.642604,,-0.439,13.864,True,,True,0.9979,cl
Gaia DR2 65502206932420224,59.861500,23.385257,22.408217,133.205785,-43.932419,,3.063,14.677,True,,True,0.9982,cl
Gaia DR2 50327297200978176,60.913226,19.454869,20.816803,121.844142,-33.264336,35.721,1.279,9.775,True,True,True,0.9945,cl
Gaia DR2 50298125783225088,61.357518,19.442011,21.143501,122.063801,-32.656174,37.573,1.671,10.834,True,True,True,0.9977,cl
Gaia DR2 50248991357476736,61.053855,18.995614,18.721316,108.762734,-26.136857,,3.068,15.070,True,,True,0.9980,cl
Gaia DR2 50427387118457984,60.065499,19.410004,20.800347,124.136268,-33.322952,,3.006,14.704,True,,True,0.9793,cl
Gaia DR2 50327361624037120,60.912377,19.455841,20.704906,123.212115,-26.903886,,2.846,14.796,True,,,0.9064,cl
Gaia DR2 3410787568757738752,68.967159,19.795699,21.384128,94.672414,-39.177613,,2.956,13.833,True,,,0.9764,cl
Gaia DR2 3410944730200538496,70.258578,19.909219,24.518484,107.214211,-44.407595,,3.683,16.210,True,,True,0.9971,cl
Gaia DR2 3410856112139584000,68.806948,20.133488,21.947550,101.278644,-42.771047,,4.108,17.765,True,,,0.9934,cl
Gaia DR2 3308433069254919424,70.552256,14.147504,20.046623,87.570559,-21.285563,,3.061,15.037,True,,True,0.9964,cl
Gaia DR2 3308470968047333120,71.816044,13.557269,20.339670,85.940373,-17.464531,,3.167,16.178,True,,,0.9974,cl
Gaia DR2 3308470968047333248,71.816163,13.556657,20.190470,88.554513,-17.839802,,3.393,16.146,True,,True,0.9889,cl
Gaia DR2 3308428877366857728,70.366334,14.076020,20.320973,95.715296,-23.967128,,2.462,12.337,True,,,0.8985,cl
Gaia DR2 3308501926171656832,72.294388,13.811348,22.051457,88.600834,-22.524065,,2.991,14.307,True,,True,0.9931,cl
Gaia DR2 51497418090942720,59.559562,21.050990,21.562613,129.822393,-32.935585,,3.655,15.830,True,,True,0.9935,cl
Gaia DR2 51534045572176896,58.087245,20.477959,23.765003,147.948116,-36.282530,,3.707,16.501,True,,True,0.9977,cl
Gaia DR2 3306922958753764992,66.942461,11.736365,22.022579,110.084892,-12.426957,39.093,0.725,7.357,True,True,True,0.9976,cl
Gaia DR2 3307131900322333312,65.332828,12.043857,21.059142,109.289241,-10.666383,,3.299,14.701,True,,True,0.9974,cl
Gaia DR2 3306722607119077120,68.437782,12.711148,21.140034,99.021937,-14.313805,,-0.315,14.262,True,,True,0.9972,cl
Gaia DR2 3306856541379219456,65.607554,11.305665,23.899322,122.670125,-13.589714,40.301,1.445,9.353,True,True,True,0.9969,cl
Gaia DR2 3303530209469039616,61.852656,10.740582,21.312617,119.515276,-7.955210,,3.500,16.240,True,,True,0.9963,cl
Gaia DR2 3303984513928122752,63.208650,11.246195,24.725087,138.473384,-10.594366,,3.360,15.497,True,,True,0.9958,cl
Gaia DR2 3407518510233429248,75.779867,19.017831,18.749379,67.093530,-34.249783,42.637,1.746,11.212,True,True,True,0.9991,cl
Gaia DR2 3309420014084185600,68.469618,14.850765,21.990076,101.790852,-25.502096,,3.043,15.225,True,,True,0.9908,cl
Gaia DR2 3405865089559635968,71.522097,15.889884,18.169030,76.702465,-25.358287,,3.107,15.115,True,,True,0.9894,cl
Gaia DR2 3309336867813205760,68.522551,14.217479,18.243874,85.464111,-16.922527,40.954,1.842,11.633,True,True,True,0.9986,cl
Gaia DR2 3309419984020071552,68.462616,14.844323,22.670279,101.538115,-24.090446,,0.340,4.545,True,,True,0.9911,cl
Gaia DR2 3309611539560293632,70.438589,14.899407,21.850521,98.291572,-22.577354,,3.443,19.564,True,,,0.9939,cl
Gaia DR2 3306247446297683072,69.311081,11.324067,19.275727,90.748256,-10.507413,,2.920,14.675,True,,True,0.9968,cl
Gaia DR2 3305860933600191872,67.816172,10.704238,21.745955,103.018496,-10.891096,,2.983,13.631,True,,True,0.9944,cl
Gaia DR2 3305871825637254912,67.738666,10.751720,21.515548,103.098189,-10.911629,40.214,0.631,6.905,True,True,True,0.9991,cl
Gaia DR2 3305860933598991104,67.815481,10.703332,21.284622,105.346838,-10.376262,,4.062,17.622,True,,,0.9948,cl
Gaia DR2 3305881652522411520,67.832015,10.923735,23.068257,114.729740,-9.453619,,3.190,14.884,True,,True,0.9900,cl
Gaia DR2 3306016372760404992,66.183848,10.771999,20.458480,102.777530,-10.220719,40.546,2.463,12.990,True,True,True,0.9960,cl
Gaia DR2 149476479789791488,65.471747,24.240292,20.441612,105.635908,-45.373730,,2.958,13.665,True,,True,0.9966,cl
Gaia DR2 149543000243089024,65.253162,24.518614,20.308341,106.216113,-48.870803,,2.697,13.586,True,,True,0.9967,cl
Gaia DR2 149327461604162688,66.763574,24.104171,21.236921,104.774984,-47.907818,,3.054,14.621,True,,True,0.9968,cl
Gaia DR2 3295883999449691264,70.370291,12.009283,21.173985,95.027854,-13.956320,41.413,2.151,12.023,True,True,True,0.9994,cl
Gaia DR2 3295878703753707136,70.519310,11.920420,19.003341,85.444863,-10.929081,41.463,2.220,12.467,True,True,True,0.9986,cl
Gaia DR2 3296045077903829888,71.720772,12.883774,20.619609,88.954553,-18.574660,,2.803,13.831,True,,True,0.9958,cl
Gaia DR2 147232651433766528,70.853583,24.296448,20.447163,91.402588,-52.222350,,2.534,12.921,True,,True,0.9950,cl
Gaia DR2 147258180719392512,71.688077,24.610906,23.912250,99.895152,-62.424815,,3.939,16.848,True,,True,0.9979,cl
Gaia DR2 3412605297699792512,71.787678,20.882097,23.642868,98.421722,-50.096112,40.591,1.257,9.477,True,True,True,0.9991,cl
Gaia DR2 3411031385460853248,70.626663,20.453012,20.437389,89.318564,-37.719415,,2.548,12.155,True,,True,0.9965,cl
Gaia DR2 3411128795318922496,70.744069,20.604669,19.458136,82.271058,-38.606035,,2.692,13.791,True,,True,0.9906,cl
Gaia DR2 3285426613077584384,68.020521,5.410075,23.008994,112.504885,7.577889,41.469,0.568,6.251,True,True,True,0.9963,cl
Gaia DR2 147469115153030528,71.982503,25.579526,19.637613,81.905893,-53.949103,,2.729,13.517,True,,True,0.9982,cl
Gaia DR2 48203487411427456,65.054550,19.233326,21.599156,114.520733,-35.478271,38.362,0.721,7.312,True,True,True,0.9992,cl
Gaia DR2 48190739948429184,65.457141,19.485559,25.196275,134.715676,-38.415805,,4.200,16.667,True,,,0.9220,cl
Gaia DR2 48061409893621248,67.155538,19.740525,20.627049,102.978638,-38.201521,40.229,0.908,8.430,True,True,True,0.9924,cl
Gaia DR2 46975436002187136,62.677063,18.423121,21.207648,121.364721,-30.928666,37.835,0.566,6.487,True,True,True,0.9955,cl
Gaia DR2 3310615565476268032,65.220142,13.864373,21.051810,106.975096,-12.701142,,0.601,6.033,True,,True,0.7847,cl
Gaia DR2 3311038666998173184,65.849730,14.427853,20.296549,104.256253,-22.864896,,2.937,13.577,True,,,0.9475,cl
Gaia DR2 3310903740601986432,66.946427,14.417667,20.246468,100.486788,-19.207003,39.592,1.099,9.212,True,True,True,0.9996,cl
Gaia DR2 3310702770492165120,64.834498,14.316350,20.752887,107.992513,-17.785889,38.446,2.093,11.991,True,True,True,0.9991,cl
Gaia DR2 3310814886318365568,66.131862,13.928552,22.005999,113.052550,-18.154504,,3.109,15.115,True,,True,0.9973,cl
